date,temple,day_of_week,month,is_weekend,is_festival,festival_name,weather,temperature_c,footfall,surge_flag
2022-01-21,pavagadh,4,1,0,0,,cloudy,25.3,5681,0
2022-01-22,somnath,5,1,1,0,,sunny,19.8,20873,1
2022-01-22,dwarka,5,1,1,0,,sunny,19.8,17255,1
2022-01-22,ambaji,5,1,1,0,,sunny,19.8,14095,0
2022-01-22,pavagadh,5,1,1,0,,sunny,19.8,11242,0
2022-01-23,somnath,6,1,1,0,,sunny,20.8,18451,1
2022-01-23,dwarka,6,1,1,0,,sunny,20.8,18862,1
2022-01-23,ambaji,6,1,1,0,,sunny,20.8,13397,0
2022-01-23,pavagadh,6,1,1,0,,sunny,20.8,11981,0
2022-01-24,somnath,0,1,0,0,,sunny,23.7,10604,0
2022-01-24,dwarka,0,1,0,0,,sunny,23.7,9662,0
2022-01-24,ambaji,0,1,0,0,,sunny,23.7,8647,0
2022-01-24,pavagadh,0,1,0,0,,sunny,23.7,6478,0
2022-01-25,somnath,1,1,0,0,,sunny,20.3,10803,0
2022-01-25,dwarka,1,1,0,0,,sunny,20.3,9436,0
2022-01-25,ambaji,1,1,0,0,,sunny,20.3,7390,0
2022-01-25,pavagadh,1,1,0,0,,sunny,20.3,7053,0
2022-01-26,somnath,2,1,0,0,,sunny,15.5,11394,0
2022-01-26,dwarka,2,1,0,0,,sunny,15.5,9516,0
2022-01-26,ambaji,2,1,0,0,,sunny,15.5,7968,0
2022-01-26,pavagadh,2,1,0,0,,sunny,15.5,7549,0
2022-01-27,somnath,3,1,0,0,,cloudy,13.1,10487,0
2022-01-27,dwarka,3,1,0,0,,cloudy,13.1,10112,0
2022-01-27,ambaji,3,1,0,0,,cloudy,13.1,7869,0
2022-01-27,pavagadh,3,1,0,0,,cloudy,13.1,6753,0
2022-01-28,somnath,4,1,0,0,,cloudy,21.1,9053,0
2022-01-28,dwarka,4,1,0,0,,cloudy,21.1,9304,0
2022-01-28,ambaji,4,1,0,0,,cloudy,21.1,7934,0
2022-01-28,pavagadh,4,1,0,0,,cloudy,21.1,6204,0
2022-01-29,somnath,5,1,1,0,,sunny,18.9,17323,1
2022-01-29,dwarka,5,1,1,0,,sunny,18.9,17017,1
2022-01-29,ambaji,5,1,1,0,,sunny,18.9,13834,0
2022-01-29,pavagadh,5,1,1,0,,sunny,18.9,10399,0
2022-01-30,somnath,6,1,1,0,,cloudy,13.6,17674,1
2022-01-30,dwarka,6,1,1,0,,cloudy,13.6,17022,1
2022-01-30,ambaji,6,1,1,0,,cloudy,13.6,14554,0
2022-01-30,pavagadh,6,1,1,0,,cloudy,13.6,11193,0
2022-01-31,somnath,0,1,0,0,,sunny,19.2,9844,0
2022-01-31,dwarka,0,1,0,0,,sunny,19.2,9360,0
2022-01-31,ambaji,0,1,0,0,,sunny,19.2,7802,0
2022-01-31,pavagadh,0,1,0,0,,sunny,19.2,7605,0
2022-02-01,somnath,1,2,0,0,,sunny,25.8,7816,0
2022-02-01,dwarka,1,2,0,0,,sunny,25.8,6947,0
2022-02-01,ambaji,1,2,0,0,,sunny,25.8,6856,0
2022-02-01,pavagadh,1,2,0,0,,sunny,25.8,4997,0
2022-02-02,somnath,2,2,0,0,,cloudy,26.8,8210,0
2022-02-02,dwarka,2,2,0,0,,cloudy,26.8,6742,0
2022-02-02,ambaji,2,2,0,0,,cloudy,26.8,5689,0
2022-02-02,pavagadh,2,2,0,0,,cloudy,26.8,5023,0
2022-02-03,somnath,3,2,0,0,,sunny,12.9,6737,0
2022-02-03,dwarka,3,2,0,0,,sunny,12.9,8051,0
2022-02-03,ambaji,3,2,0,0,,sunny,12.9,5925,0
2022-02-03,pavagadh,3,2,0,0,,sunny,12.9,5654,0
2022-02-04,somnath,4,2,0,0,,sunny,18.8,9899,0
2022-02-04,dwarka,4,2,0,0,,sunny,18.8,6543,0
2022-02-04,ambaji,4,2,0,0,,sunny,18.8,5327,0
2022-02-04,pavagadh,4,2,0,0,,sunny,18.8,4795,0
2022-02-05,somnath,5,2,1,0,,sunny,16.7,15794,1
2022-02-05,dwarka,5,2,1,0,,sunny,16.7,12357,0
2022-02-05,ambaji,5,2,1,0,,sunny,16.7,9502,0
2022-02-05,pavagadh,5,2,1,0,,sunny,16.7,8706,0
2022-02-06,somnath,6,2,1,0,,sunny,21.3,12287,0
2022-02-06,dwarka,6,2,1,0,,sunny,21.3,12567,0
2022-02-06,ambaji,6,2,1,0,,sunny,21.3,11933,0
2022-02-06,pavagadh,6,2,1,0,,sunny,21.3,10435,0
2022-02-07,somnath,0,2,0,0,,sunny,15.0,7256,0
2022-02-07,dwarka,0,2,0,0,,sunny,15.0,6557,0
2022-02-07,ambaji,0,2,0,0,,sunny,15.0,6021,0
2022-02-07,pavagadh,0,2,0,0,,sunny,15.0,5189,0
2022-02-08,somnath,1,2,0,0,,cloudy,15.9,7309,0
2022-02-08,dwarka,1,2,0,0,,cloudy,15.9,6592,0
2022-02-08,ambaji,1,2,0,0,,cloudy,15.9,5479,0
2022-02-08,pavagadh,1,2,0,0,,cloudy,15.9,5241,0
2022-02-09,somnath,2,2,0,0,,sunny,27.0,8270,0
2022-02-09,dwarka,2,2,0,0,,sunny,27.0,7799,0
2022-02-09,ambaji,2,2,0,0,,sunny,27.0,6032,0
2022-02-09,pavagadh,2,2,0,0,,sunny,27.0,5375,0
2022-02-10,somnath,3,2,0,0,,sunny,16.8,7595,0
2022-02-10,dwarka,3,2,0,0,,sunny,16.8,7802,0
2022-02-10,ambaji,3,2,0,0,,sunny,16.8,6447,0
2022-02-10,pavagadh,3,2,0,0,,sunny,16.8,5183,0
2022-02-11,somnath,4,2,0,0,,cloudy,27.9,8372,0
2022-02-11,dwarka,4,2,0,0,,cloudy,27.9,7161,0
2022-02-11,ambaji,4,2,0,0,,cloudy,27.9,5900,0
2022-02-11,pavagadh,4,2,0,0,,cloudy,27.9,5869,0
2022-02-12,somnath,5,2,1,0,,cloudy,26.1,13968,0
2022-02-12,dwarka,5,2,1,0,,cloudy,26.1,13005,0
2022-02-12,ambaji,5,2,1,0,,cloudy,26.1,11434,0
2022-02-12,pavagadh,5,2,1,0,,cloudy,26.1,8090,0
2022-02-13,somnath,6,2,1,0,,sunny,27.8,14323,0
2022-02-13,dwarka,6,2,1,0,,sunny,27.8,12502,0
2022-02-13,ambaji,6,2,1,0,,sunny,27.8,11080,0
2022-02-13,pavagadh,6,2,1,0,,sunny,27.8,8480,0
2022-02-14,somnath,0,2,0,0,,sunny,27.0,8198,0
2022-02-14,dwarka,0,2,0,0,,sunny,27.0,7194,0
2022-02-14,ambaji,0,2,0,0,,sunny,27.0,6447,0
2022-02-14,pavagadh,0,2,0,0,,sunny,27.0,5297,0
2022-02-15,somnath,1,2,0,0,,sunny,21.7,7918,0
2022-02-15,dwarka,1,2,0,0,,sunny,21.7,6653,0
2022-02-15,ambaji,1,2,0,0,,sunny,21.7,5766,0
2022-02-15,pavagadh,1,2,0,0,,sunny,21.7,4781,0
2022-02-16,somnath,2,2,0,0,,sunny,26.5,8150,0
2022-02-16,dwarka,2,2,0,0,,sunny,26.5,6810,0
2022-02-16,ambaji,2,2,0,0,,sunny,26.5,5679,0
2022-02-16,pavagadh,2,2,0,0,,sunny,26.5,5139,0
2022-02-17,somnath,3,2,0,0,,sunny,24.3,7695,0
2022-02-17,dwarka,3,2,0,0,,sunny,24.3,6689,0
2022-02-17,ambaji,3,2,0,0,,sunny,24.3,5969,0
2022-02-17,pavagadh,3,2,0,0,,sunny,24.3,4526,0
2022-02-18,somnath,4,2,0,0,,sunny,12.2,9107,0
2022-02-18,dwarka,4,2,0,0,,sunny,12.2,7495,0
2022-02-18,ambaji,4,2,0,0,,sunny,12.2,6465,0
2022-02-18,pavagadh,4,2,0,0,,sunny,12.2,4733,0
2022-02-19,somnath,5,2,1,0,,cloudy,21.3,14737,0
2022-02-19,dwarka,5,2,1,0,,cloudy,21.3,12996,0
2022-02-19,ambaji,5,2,1,0,,cloudy,21.3,10179,0
2022-02-19,pavagadh,5,2,1,0,,cloudy,21.3,10350,0
2022-02-20,somnath,6,2,1,0,,cloudy,25.8,14997,0
2022-02-20,dwarka,6,2,1,0,,cloudy,25.8,12215,0
2022-02-20,ambaji,6,2,1,0,,cloudy,25.8,10801,0
2022-02-20,pavagadh,6,2,1,0,,cloudy,25.8,9314,0
2022-02-21,somnath,0,2,0,0,,cloudy,26.1,7305,0
2022-02-21,dwarka,0,2,0,0,,cloudy,26.1,7406,0
2022-02-21,ambaji,0,2,0,0,,cloudy,26.1,6586,0
2022-02-21,pavagadh,0,2,0,0,,cloudy,26.1,5714,0
2022-02-22,somnath,1,2,0,0,,cloudy,27.6,8462,0
2022-02-22,dwarka,1,2,0,0,,cloudy,27.6,5994,0
2022-02-22,ambaji,1,2,0,0,,cloudy,27.6,6726,0
2022-02-22,pavagadh,1,2,0,0,,cloudy,27.6,5095,0
2022-02-23,somnath,2,2,0,0,,sunny,26.9,8386,0
2022-02-23,dwarka,2,2,0,0,,sunny,26.9,6007,0
2022-02-23,ambaji,2,2,0,0,,sunny,26.9,6132,0
2022-02-23,pavagadh,2,2,0,0,,sunny,26.9,4726,0
2022-02-24,somnath,3,2,0,0,,cloudy,13.7,8824,0
2022-02-24,dwarka,3,2,0,0,,cloudy,13.7,6253,0
2022-02-24,ambaji,3,2,0,0,,cloudy,13.7,6143,0
2022-02-24,pavagadh,3,2,0,0,,cloudy,13.7,5680,0
2022-02-25,somnath,4,2,0,0,,sunny,16.9,8121,0
2022-02-25,dwarka,4,2,0,0,,sunny,16.9,6638,0
2022-02-25,ambaji,4,2,0,0,,sunny,16.9,6292,0
2022-02-25,pavagadh,4,2,0,0,,sunny,16.9,5036,0
2022-02-26,somnath,5,2,1,0,,sunny,25.8,15255,1
2022-02-26,dwarka,5,2,1,0,,sunny,25.8,12442,0
2022-02-26,ambaji,5,2,1,0,,sunny,25.8,10284,0
2022-02-26,pavagadh,5,2,1,0,,sunny,25.8,8471,0
2022-02-27,somnath,6,2,1,0,,cloudy,20.6,14896,0
2022-02-27,dwarka,6,2,1,0,,cloudy,20.6,12426,0
2022-02-27,ambaji,6,2,1,0,,cloudy,20.6,11299,0
2022-02-27,pavagadh,6,2,1,0,,cloudy,20.6,8922,0
2022-02-28,somnath,0,2,0,0,,cloudy,16.2,8498,0
2022-02-28,dwarka,0,2,0,0,,cloudy,16.2,7353,0
2022-02-28,ambaji,0,2,0,0,,cloudy,16.2,5948,0
2022-02-28,pavagadh,0,2,0,0,,cloudy,16.2,4678,0
2022-03-01,somnath,1,3,0,1,Mahashivratri,sunny,38.6,37089,1
2022-03-01,dwarka,1,3,0,1,Mahashivratri,sunny,38.6,25270,1
2022-03-01,ambaji,1,3,0,1,Mahashivratri,sunny,38.6,19510,1
2022-03-01,pavagadh,1,3,0,1,Mahashivratri,sunny,38.6,17815,1
2022-03-02,somnath,2,3,0,1,Mahashivratri,sunny,40.7,42816,1
2022-03-02,dwarka,2,3,0,1,Mahashivratri,sunny,40.7,24411,1
2022-03-02,ambaji,2,3,0,1,Mahashivratri,sunny,40.7,21258,1
2022-03-02,pavagadh,2,3,0,1,Mahashivratri,sunny,40.7,14890,0
2022-03-03,somnath,3,3,0,0,,hot,37.3,7589,0
2022-03-03,dwarka,3,3,0,0,,hot,37.3,7253,0
2022-03-03,ambaji,3,3,0,0,,hot,37.3,6328,0
2022-03-03,pavagadh,3,3,0,0,,hot,37.3,5281,0
2022-03-04,somnath,4,3,0,0,,cloudy,40.8,8680,0
2022-03-04,dwarka,4,3,0,0,,cloudy,40.8,6584,0
2022-03-04,ambaji,4,3,0,0,,cloudy,40.8,5822,0
2022-03-04,pavagadh,4,3,0,0,,cloudy,40.8,5449,0
2022-03-05,somnath,5,3,1,0,,hot,35.7,13113,0
2022-03-05,dwarka,5,3,1,0,,hot,35.7,13131,0
2022-03-05,ambaji,5,3,1,0,,hot,35.7,10289,0
2022-03-05,pavagadh,5,3,1,0,,hot,35.7,8376,0
2022-03-06,somnath,6,3,1,0,,sunny,34.8,12109,0
2022-03-06,dwarka,6,3,1,0,,sunny,34.8,12941,0
2022-03-06,ambaji,6,3,1,0,,sunny,34.8,10941,0
2022-03-06,pavagadh,6,3,1,0,,sunny,34.8,8605,0
2022-03-07,somnath,0,3,0,0,,hot,38.7,7636,0
2022-03-07,dwarka,0,3,0,0,,hot,38.7,6648,0
2022-03-07,ambaji,0,3,0,0,,hot,38.7,6313,0
2022-03-07,pavagadh,0,3,0,0,,hot,38.7,4431,0
2022-03-08,somnath,1,3,0,0,,sunny,34.9,8042,0
2022-03-08,dwarka,1,3,0,0,,sunny,34.9,7111,0
2022-03-08,ambaji,1,3,0,0,,sunny,34.9,6017,0
2022-03-08,pavagadh,1,3,0,0,,sunny,34.9,5426,0
2022-03-09,somnath,2,3,0,0,,sunny,32.9,7273,0
2022-03-09,dwarka,2,3,0,0,,sunny,32.9,7379,0
2022-03-09,ambaji,2,3,0,0,,sunny,32.9,6238,0
2022-03-09,pavagadh,2,3,0,0,,sunny,32.9,5544,0
2022-03-10,somnath,3,3,0,0,,sunny,35.2,7965,0
2022-03-10,dwarka,3,3,0,0,,sunny,35.2,6954,0
2022-03-10,ambaji,3,3,0,0,,sunny,35.2,6005,0
2022-03-10,pavagadh,3,3,0,0,,sunny,35.2,4357,0
2022-03-11,somnath,4,3,0,0,,hot,37.5,8678,0
2022-03-11,dwarka,4,3,0,0,,hot,37.5,8181,0
2022-03-11,ambaji,4,3,0,0,,hot,37.5,5856,0
2022-03-11,pavagadh,4,3,0,0,,hot,37.5,4986,0
2022-03-12,somnath,5,3,1,0,,hot,43.0,9398,0
2022-03-12,dwarka,5,3,1,0,,hot,43.0,9794,0
2022-03-12,ambaji,5,3,1,0,,hot,43.0,7206,0
2022-03-12,pavagadh,5,3,1,0,,hot,43.0,5443,0
2022-03-13,somnath,6,3,1,0,,sunny,44.4,15555,1
2022-03-13,dwarka,6,3,1,0,,sunny,44.4,11779,0
2022-03-13,ambaji,6,3,1,0,,sunny,44.4,10616,0
2022-03-13,pavagadh,6,3,1,0,,sunny,44.4,8215,0
2022-03-14,somnath,0,3,0,0,,sunny,39.1,8791,0
2022-03-14,dwarka,0,3,0,0,,sunny,39.1,6479,0
2022-03-14,ambaji,0,3,0,0,,sunny,39.1,5656,0
2022-03-14,pavagadh,0,3,0,0,,sunny,39.1,5046,0
2022-03-15,somnath,1,3,0,0,,hot,40.3,8072,0
2022-03-15,dwarka,1,3,0,0,,hot,40.3,6366,0
2022-03-15,ambaji,1,3,0,0,,hot,40.3,5748,0
2022-03-15,pavagadh,1,3,0,0,,hot,40.3,4785,0
2022-03-16,somnath,2,3,0,0,,hot,35.7,7928,0
2022-03-16,dwarka,2,3,0,0,,hot,35.7,7457,0
2022-03-16,ambaji,2,3,0,0,,hot,35.7,5762,0
2022-03-16,pavagadh,2,3,0,0,,hot,35.7,4949,0
2022-03-17,somnath,3,3,0,0,,hot,41.0,7941,0
2022-03-17,dwarka,3,3,0,0,,hot,41.0,6816,0
2022-03-17,ambaji,3,3,0,0,,hot,41.0,5529,0
2022-03-17,pavagadh,3,3,0,0,,hot,41.0,5257,0
2022-03-18,somnath,4,3,0,1,Holi,sunny,34.7,29608,1
2022-03-18,dwarka,4,3,0,1,Holi,sunny,34.7,24422,1
2022-03-18,ambaji,4,3,0,1,Holi,sunny,34.7,23307,1
2022-03-18,pavagadh,4,3,0,1,Holi,sunny,34.7,13932,0
2022-03-19,somnath,5,3,1,1,Holi,hot,41.8,59642,1
2022-03-19,dwarka,5,3,1,1,Holi,hot,41.8,46154,1
2022-03-19,ambaji,5,3,1,1,Holi,hot,41.8,36683,1
2022-03-19,pavagadh,5,3,1,1,Holi,hot,41.8,28048,1
2022-03-20,somnath,6,3,1,0,,sunny,32.4,13561,0
2022-03-20,dwarka,6,3,1,0,,sunny,32.4,13821,0
2022-03-20,ambaji,6,3,1,0,,sunny,32.4,10399,0
2022-03-20,pavagadh,6,3,1,0,,sunny,32.4,9229,0
2022-03-21,somnath,0,3,0,0,,sunny,33.7,7899,0
2022-03-21,dwarka,0,3,0,0,,sunny,33.7,6915,0
2022-03-21,ambaji,0,3,0,0,,sunny,33.7,5544,0
2022-03-21,pavagadh,0,3,0,0,,sunny,33.7,5299,0
2022-03-22,somnath,1,3,0,0,,hot,40.4,8439,0
2022-03-22,dwarka,1,3,0,0,,hot,40.4,7440,0
2022-03-22,ambaji,1,3,0,0,,hot,40.4,6418,0
2022-03-22,pavagadh,1,3,0,0,,hot,40.4,5114,0
2022-03-23,somnath,2,3,0,0,,hot,36.2,8041,0
2022-03-23,dwarka,2,3,0,0,,hot,36.2,6489,0
2022-03-23,ambaji,2,3,0,0,,hot,36.2,6011,0
2022-03-23,pavagadh,2,3,0,0,,hot,36.2,4292,0
2022-03-24,somnath,3,3,0,0,,hot,33.1,8742,0
2022-03-24,dwarka,3,3,0,0,,hot,33.1,7079,0
2022-03-24,ambaji,3,3,0,0,,hot,33.1,6418,0
2022-03-24,pavagadh,3,3,0,0,,hot,33.1,5000,0
2022-03-25,somnath,4,3,0,0,,sunny,42.2,7418,0
2022-03-25,dwarka,4,3,0,0,,sunny,42.2,6283,0
2022-03-25,ambaji,4,3,0,0,,sunny,42.2,6285,0
2022-03-25,pavagadh,4,3,0,0,,sunny,42.2,4922,0
2022-03-26,somnath,5,3,1,0,,hot,34.0,15528,1
2022-03-26,dwarka,5,3,1,0,,hot,34.0,13602,0
2022-03-26,ambaji,5,3,1,0,,hot,34.0,10277,0
2022-03-26,pavagadh,5,3,1,0,,hot,34.0,8815,0
2022-03-27,somnath,6,3,1,0,,sunny,42.0,15129,1
2022-03-27,dwarka,6,3,1,0,,sunny,42.0,13723,0
2022-03-27,ambaji,6,3,1,0,,sunny,42.0,10795,0
2022-03-27,pavagadh,6,3,1,0,,sunny,42.0,8667,0
2022-03-28,somnath,0,3,0,0,,sunny,44.5,8106,0
2022-03-28,dwarka,0,3,0,0,,sunny,44.5,7075,0
2022-03-28,ambaji,0,3,0,0,,sunny,44.5,5743,0
2022-03-28,pavagadh,0,3,0,0,,sunny,44.5,5522,0
2022-03-29,somnath,1,3,0,0,,cloudy,37.2,7948,0
2022-03-29,dwarka,1,3,0,0,,cloudy,37.2,6796,0
2022-03-29,ambaji,1,3,0,0,,cloudy,37.2,5770,0
2022-03-29,pavagadh,1,3,0,0,,cloudy,37.2,4509,0
2022-03-30,somnath,2,3,0,0,,hot,42.0,8479,0
2022-03-30,dwarka,2,3,0,0,,hot,42.0,6425,0
2022-03-30,ambaji,2,3,0,0,,hot,42.0,6936,0
2022-03-30,pavagadh,2,3,0,0,,hot,42.0,5743,0
2022-03-31,somnath,3,3,0,0,,sunny,36.5,7480,0
2022-03-31,dwarka,3,3,0,0,,sunny,36.5,7220,0
2022-03-31,ambaji,3,3,0,0,,sunny,36.5,5589,0
2022-03-31,pavagadh,3,3,0,0,,sunny,36.5,4987,0
2022-04-01,somnath,4,4,0,0,,sunny,42.7,9203,0
2022-04-01,dwarka,4,4,0,0,,sunny,42.7,7823,0
2022-04-01,ambaji,4,4,0,0,,sunny,42.7,5443,0
2022-04-01,pavagadh,4,4,0,0,,sunny,42.7,4470,0
2022-04-02,somnath,5,4,1,0,,sunny,37.7,14115,0
2022-04-02,dwarka,5,4,1,0,,sunny,37.7,10161,0
2022-04-02,ambaji,5,4,1,0,,sunny,37.7,10615,0
2022-04-02,pavagadh,5,4,1,0,,sunny,37.7,10217,0
2022-04-03,somnath,6,4,1,0,,sunny,38.3,12791,0
2022-04-03,dwarka,6,4,1,0,,sunny,38.3,13203,0
2022-04-03,ambaji,6,4,1,0,,sunny,38.3,10617,0
2022-04-03,pavagadh,6,4,1,0,,sunny,38.3,10310,0
2022-04-04,somnath,0,4,0,0,,sunny,33.1,8330,0
2022-04-04,dwarka,0,4,0,0,,sunny,33.1,6734,0
2022-04-04,ambaji,0,4,0,0,,sunny,33.1,5397,0
2022-04-04,pavagadh,0,4,0,0,,sunny,33.1,5113,0
2022-04-05,somnath,1,4,0,0,,hot,32.4,8225,0
2022-04-05,dwarka,1,4,0,0,,hot,32.4,6732,0
2022-04-05,ambaji,1,4,0,0,,hot,32.4,6190,0
2022-04-05,pavagadh,1,4,0,0,,hot,32.4,5652,0
2022-04-06,somnath,2,4,0,0,,hot,43.4,5891,0
2022-04-06,dwarka,2,4,0,0,,hot,43.4,4948,0
2022-04-06,ambaji,2,4,0,0,,hot,43.4,5319,0
2022-04-06,pavagadh,2,4,0,0,,hot,43.4,3794,0
2022-04-07,somnath,3,4,0,0,,hot,41.4,6992,0
2022-04-07,dwarka,3,4,0,0,,hot,41.4,7063,0
2022-04-07,ambaji,3,4,0,0,,hot,41.4,5764,0
2022-04-07,pavagadh,3,4,0,0,,hot,41.4,4497,0
2022-04-08,somnath,4,4,0,0,,sunny,42.3,8354,0
2022-04-08,dwarka,4,4,0,0,,sunny,42.3,7205,0
2022-04-08,ambaji,4,4,0,0,,sunny,42.3,5862,0
2022-04-08,pavagadh,4,4,0,0,,sunny,42.3,4701,0
2022-04-09,somnath,5,4,1,0,,sunny,38.2,13284,0
2022-04-09,dwarka,5,4,1,0,,sunny,38.2,12408,0
2022-04-09,ambaji,5,4,1,0,,sunny,38.2,10781,0
2022-04-09,pavagadh,5,4,1,0,,sunny,38.2,8395,0
2022-04-10,somnath,6,4,1,1,Ram Navami,sunny,35.5,48488,1
2022-04-10,dwarka,6,4,1,1,Ram Navami,sunny,35.5,40632,1
2022-04-10,ambaji,6,4,1,1,Ram Navami,sunny,35.5,38328,1
2022-04-10,pavagadh,6,4,1,1,Ram Navami,sunny,35.5,27562,1
2022-04-11,somnath,0,4,0,0,,sunny,41.4,8724,0
2022-04-11,dwarka,0,4,0,0,,sunny,41.4,6906,0
2022-04-11,ambaji,0,4,0,0,,sunny,41.4,5957,0
